"","V1","mxm_id","artist_uri","artist_name","lyrics_name","lyrics_topic","release_date","artist_playlist_frequency","artist_topic","release_year","release_year_bin","artist_playlist_frequency_bin","error","Is a match ?","Sandy","Jay","Andrew","Keep"
"1121",1120,92319267,"0vYkHhJ48Bs3jWcvZXvOrP","Patti Smith","Poppies - Digitally Remastered 1996",7,1976-10-01,1629,8,1976,8,6,0.07564970846,"","","","",""
"1122",1121,67160246,"5Bzk5DHnQ5BtI0LnSaiHhB","Official Secrets Act","So Tomorrow",6,2009-03-30,2,22,2009,11,1,0.0756768418,"","","","",""
"1123",1122,53559424,"5rXHpjfFpvvdsI2XxbFShf","Kip Fox","Oh Give Thanks",6,2011-04-26,6,12,2011,12,3,0.07570402306,"","","","",""
"1124",1123,7444571,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Anniversary Waltz",6,1958-01-01,109,16,1958,6,6,0.07573097531,"","","","",""
"1125",1124,154984370,"7cTXfwpe9peK0UE1bZyIWZ","Pinkfong","Skidamarink",1,2021-04-28,8,13,2021,13,4,0.07575713779,"","","","",""
"1126",1125,151057104,"7JCisiTi3MGNkDHIXuEf0w","Erphaan Alves","No Habla",3,2018-05-27,60,21,2018,12,5,0.07578355469,"","","","",""
"1127",1126,85598359,"7vqRhkyO8VkiMu39kEHizD","Mario Frangoulis","Ton Eafto Tou Pedi",0,1999-05-25,3,1,1999,10,2,0.07580920202,"","","","",""
"1128",1127,33064672,"2UOx6w3eHpPKc3RBnNV3Rl","Safri Duo","Played-A-Live (The Bongo Song) (Original Club Mix)",4,2000-01-01,116,7,2000,11,6,0.07583548302,"","","","",""
"1129",1128,15221866,"7iCu3yUsWCxufRSVc3aA2h","Sugar Ray & The Bluetones","I'm Not Ashamed",6,1989-01-01,1,18,1989,9,0,0.07586124037,"","","","",""
"1130",1129,153779584,"7kQFwkR1mTWfGdtZfcvrZP","Claudine Longet","Hurry On Down",1,1968-02-24,28,24,1968,7,5,0.07588719639,"","","","",""
"1131",1130,101368462,"0IfiZrtW1RgyQ399NzQaon","Steve Overland","Slide It In",7,2015-07-23,2,11,2015,12,1,0.07591280172,"","","","",""
"1132",1131,144976751,"2meCldH9KV1ehJBoluZZag","The Rationals","Glowin' (2018 Remaster)",6,1970-01-01,10,2,1970,8,4,0.07593843178,"","","","",""
"1133",1132,46424893,"37TiEfiE1NWjAB3nzH9uUN","Mustard's Retreat","Pay the Toll",5,2004-12-22,5,5,2004,11,3,0.07596360529,"","","","",""
"1134",1133,164844704,"50wcJriOZeC8PbLSk8X9QP","Small Professor","Midnight Rounds",6,2019-06-14,3,14,2019,12,2,0.07598992497,"","","","",""
"1135",1134,53717284,"3wYyutjgII8LJVVOLrGI0D","Buddy Holly","Think It Over (Holly/Petty/Allison)",6,1958-01-01,3145,15,1958,6,6,0.07601633123,"","","","",""
"1136",1135,7736097,"7kYcq21MNbt1xyo3q6b0nK","Acetate Zero","Definition of Fall",0,2010-01-01,1,22,2010,12,0,0.07604269823,"","","","",""
"1137",1136,10222704,"7LuYiSXiWs86rwWJjEEgB9","Mudhoney","Baby o Baby",3,1992-01-01,219,0,1992,10,6,0.07606889709,"","","","",""
"1138",1137,206920285,"7BexBpZwJEohkHnOeuXDoi","Ray Goren","Revolution",6,2021-02-02,19,9,2021,13,5,0.07609490231,"","","","",""
"1139",1138,12699052,"5Nfp6FbYdlF3KQ2wojhW0l","Leslie Mendelson","Rest of London",1,2009-06-30,13,6,2009,11,4,0.07612095978,"","","","",""
"1140",1139,185285597,"0JgRstxHntWC1kFPRXgaJd","Dro Fe","Gang",5,2019-09-17,5,20,2019,12,3,0.07614685509,"","","","",""
"1141",1140,34039940,"2lEOFtf3cCyzomQcMHJGfZ","Ylvis","The Fox (What Does The Fox Say?) [Extended Mix]",4,2013-10-03,1561,3,2013,12,6,0.07617274105,"","","","",""
"1142",1141,16969464,"1oB9EQ3PkTXh4cp4DivxUE","The Defects","Survival",6,1983-10-03,2,8,1983,9,1,0.07619822628,"","","","",""
"1143",1142,732726,"0ksizIVUtURA3RLj8uK57q","X-Cops","Highway Star",7,1995-01-01,1,4,1995,10,0,0.07622368095,"","","","",""
"1144",1143,148390442,"3afJ7ksCTA53PwM233jIf8","Sergio Franchi","I Had the Craziest Dream",6,1968-01-22,10,23,1968,7,4,0.07624893747,"","","","",""
"1145",1144,51024403,"2COh4pNzrR9PzGII1tpZoB","Midnight Resistance","House of Cards",1,2008-08-19,3,17,2008,11,2,0.07627454896,"","","","",""
"1146",1145,60669926,"617L0tV5Y7lMvUHGHR43AR","Ray Bryant","My Cherie Amour",0,1970-01-01,28,10,1970,8,5,0.07630031608,"","","","",""
"1147",1146,193690430,"5Sz8ZxAgOOf7cCqIt5KrUi","Charles Walker","Freedom to Crawl",6,2020-03-04,4,22,2020,13,3,0.07632683883,"","","","",""
"1148",1147,84642820,"5tpuZxtXHqCdBnAMsw0Cj7","The Musicmakers","California Dreaming - Originally Released by The Mama's & The Papa's",3,2010-01-01,61,13,2010,12,6,0.07635309821,"","","","",""
"1149",1148,109431860,"4LUOGNccPSilRIm4Jcflg2","Shaznay Lewis","Mr Dawg",5,2004-07-19,1,24,2004,11,0,0.07637924918,"","","","",""
"1150",1149,82209651,"5GQtDmW9LlGQKf46AGe8mY","Marti Ann","You Wanna Think",6,2015-03-02,2,12,2015,12,1,0.07640542791,"","","","",""
"1151",1150,7444568,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","In the Valley of the Moon",6,1958-01-01,109,16,1958,6,6,0.07643160262,"","","","",""
"1152",1151,211930705,"7dWw3TXxNe2aEhng9vVRNl","Axel Rudi Pell","Call of the Wild Dogs",7,1989-11-24,27,11,1989,9,5,0.07645704392,"","","","",""
"1153",1152,51887934,"1f8fcJKFSNuogk4vUi6g63","Rudenko","Everybody (Danny Byrd Remix)",4,2011-06-29,25,7,2011,12,5,0.07648311668,"","","","",""
"1154",1153,137679282,"1j8yT5gkEPPED5L12b9VSI","1000 Clowns","Kitty Kat Max",1,1999-07-05,3,14,1999,10,2,0.07650845341,"","","","",""
"1155",1154,5937817,"4y2L5OYedOccWx5GLdLA5C","J.K. & Co.","O.D.",6,1968-01-01,10,0,1968,7,4,0.07653392387,"","","","",""
"1156",1155,49306561,"1hLFppCfgvSTH9C6ftWOoU","Anorexia Nervosa","The Drudenhaus Anthem",6,2000-01-01,5,18,2000,11,3,0.07655946689,"","","","",""
"1157",1156,179537707,"6AIX7SZPkjZ2u7gZaw1uQo","PassCode","One Step Beyond (Live)",3,2019-07-30,1,21,2019,12,0,0.07658531241,"","","","",""
"1158",1157,42981606,"61JrslREXq98hurYL2hYoc","Lata Mangeshkar","Meri Bindiya",0,2021-07-23,418,2,2021,13,6,0.0766109536,"","","","",""
"1159",1158,7506787,"68dBS98iwbahZFIBbOOkj8","Barry Dransfield","The Werewolf",6,1972-01-01,2,6,1972,8,1,0.07663629212,"","","","",""
"1160",1159,11252256,"2F2atP3wSHClfrmtnQMKfP","The Kennedy Choir","Ticket to Ride",1,2006-11-28,3,1,2006,11,2,0.0766617435,"","","","",""
"1161",1160,15781044,"1pUb8pXs4AvrtgAK5mWAKG","My Pet Dragon","U R",5,2011-08-02,9,22,2011,12,4,0.07668732208,"","","","",""
"1162",1161,9590329,"3SziwNj6JCnqd2ajUdXlIT","Faber Drive","Never Coming Down",4,2009-11-10,266,8,2009,11,6,0.07671285447,"","","","",""
"1163",1162,61071640,"5sPVWvhKlQRl1kZUwVSTed","Skarhead","I Wont Change",7,1999-01-26,6,4,1999,10,3,0.07673820576,"","","","",""
"1164",1163,5635964,"3NhBwiq1BSgJg7HMJPlwVT","The Cassandra Complex","March",6,1988-07-25,1,20,1988,9,0,0.07676353555,"","","","",""
"1165",1164,191087375,"12P4Y2MpLZqfilLWU2LkoM","Shel Silverstein","Kick It Again",6,1969-07-01,31,5,1969,7,5,0.07678900675,"","","","",""
"1166",1165,96005989,"1neKWNZP74NEuvHZmvMS58","Johnny Burnette & The Rock 'N' Roll Trio","Rock Billy Boogie",1,1954-11-15,66,15,1954,6,6,0.07681422959,"","","","",""
"1167",1166,86188430,"59mlARdfE60Crrb9mnuQxY","John Bowman","Ashes",6,2015-12-11,2,3,2015,12,1,0.07683935529,"","","","",""
"1168",1167,178287907,"4ofCBoyEiGSePFAG500xev","Regard","Ride It",5,2020-04-16,3,17,2020,13,2,0.07686559297,"","","","",""
"1169",1168,44609921,"0SIFfM1SbfMzDXpzZZ8PVc","Alex Nevsky","Mille raisons (Now I Found the Reason)",0,2010-08-31,12,24,2010,12,4,0.07689134709,"","","","",""
"1170",1169,7296325,"6ioaRkg9SnP8mC2NP7Z2rB","Eric Sardinas","Just Like That",7,2008-03-28,16,9,2008,11,5,0.07691683848,"","","","",""
"1171",1170,35249249,"6RcdUNNARXB9coQqgHyqFA","Alice Francis","Please, Love Me Too",4,2014-01-16,130,10,2014,12,6,0.07694259745,"","","","",""
"1172",1171,101598173,"2ZUY3LkHAoSiPSO7tXNwZM","Romina Power","Feliz Navidad",6,1990-10-17,1,23,1990,10,0,0.07696775745,"","","","",""
"1173",1172,88880577,"6qhbqpmpGghuazVJs2eWQg","Phoenix","Sometimes In The Fall - Live At O2 Musicflash 2006",6,1976-01-01,4,22,1976,8,3,0.07699285728,"","","","",""
"1174",1173,84345555,"0jVvkFPa6YbFXQ3Qmhita0","Shinhwa","Free",3,2002-03-01,47,0,2002,11,5,0.07701813169,"","","","",""
"1175",1174,74326627,"1PAbtuWk6jScTI9ImsDC8C","Nothgard","Mossback Children",1,2014-09-12,2,11,2014,12,1,0.07704330575,"","","","",""
"1176",1175,2930302,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","After All The Things I've Done",6,1959-01-01,109,16,1959,6,6,0.07706889486,"","","","",""
"1177",1176,47423091,"1WiGR2TtxJcKqsPpOaaIYF","Chuck Girard","Blessed Be the Name of My Rock",6,1983-01-01,3,13,1983,9,2,0.0770942842,"","","","",""
"1178",1177,194012901,"2h2fB0j2IN50sSwolVO1AZ","Domo Wilson","Broke Bitch",5,2020-03-11,10,14,2020,13,4,0.07711927388,"","","","",""
"1179",1178,68827569,"6emasWsKv4NpQ9KWjsvMUh","Angel Sessions","You Send Me Higher",7,2013-09-24,1,12,2013,12,0,0.07714458476,"","","","",""
"1180",1179,30300272,"2HrnWNplSXSbwjlRdcDQkB","Susan Christie","Rainy Day",6,1969-01-01,6,6,1969,7,3,0.07716962797,"","","","",""
"1181",1180,8496918,"4eb7QPyORtTxhMiLBo3YWK","The Outhere Brothers","La La La Hey Hey (OHB mix) (with intro)",0,1996-01-01,256,7,1996,10,6,0.07719472781,"","","","",""
"1182",1181,112822779,"6MiaQkFU6CoconRyRYko7X","Camaromance","Serpent",1,2004-05-06,2,18,2004,11,1,0.07721973454,"","","","",""
"1183",1182,173945343,"0bAsR2unSRpn6BQPEnNlZm","Aimer","3min",3,2019-04-10,39,21,2019,12,5,0.07724472847,"","","","",""
"1184",1183,102422023,"74eXcPVNOoTjuU17d1GBnE","The Lurkers","Freak Show (LP Demo)",6,1978-06-02,9,8,1978,8,4,0.07727001953,"","","","",""
"1185",1184,12647431,"1It4rfTtV6qwdDMeYip7fQ","Frankie","Welcome to the Pleasuredome (Ultratraxx XXL mix)",6,2003-01-01,1,20,2003,11,0,0.07729595096,"","","","",""
"1186",1185,34108982,"2lEOFtf3cCyzomQcMHJGfZ","Ylvis","The Fox (extended mix)",4,2013-10-03,1561,3,2013,12,6,0.07732128912,"","","","",""
"1187",1186,201734245,"4HIgMgldxGG0v8nSDWJrnh","Alicai Harley","Kids",1,2020-08-28,3,22,2020,13,2,0.07734681039,"","","","",""
"1188",1187,138634274,"4vTTRvwORrfvMOUb3OOUTy","Shelter","Hands of Time",5,1993-08-01,20,4,1993,10,5,0.07737205874,"","","","",""
"1189",1188,58719670,"2DmMcw1UxHSzAEFrMY3r2D","Junaid Jamshed","Jaga Ji Lagane Ki Duniya",0,2011-01-01,6,2,2011,12,3,0.07739690015,"","","","",""
"1190",1189,50059658,"0TBTc4YK2CblCN4UZ9LfoX","Peter Neumann","Every Move I Make",6,2008-01-18,2,1,2008,11,1,0.07742202754,"","","","",""
"1191",1190,17614631,"1gkGpXTb29agjk1nTA8X0g","Rosie Vela","Fool's Paradise",7,1986-01-01,1,24,1986,9,0,0.07744691089,"","","","",""
"1192",1191,93325088,"3wYyutjgII8LJVVOLrGI0D","Buddy Holly","Blue Days, Black Nights - Single Version",6,1958-01-01,3145,15,1958,6,6,0.07747191745,"","","","",""
"1193",1192,113462854,"5xKVZmAj8EnT9X9Acz1Qvv","Cross Gene","そばにいて",3,2016-06-29,30,0,2016,12,5,0.07749718266,"","","","",""
"1194",1193,102483630,"5Is2PjIax2qNHglzMBSRWY","Neil Gaiman","The Cold Black Key",6,2006-07-18,7,5,2006,11,4,0.07752269897,"","","","",""
"1195",1194,191564996,"7rpf45DdbpweG51Acze45i","Kay Starr","Allez-Vous-En",4,2010-12-01,729,10,2010,12,6,0.07754800467,"","","","",""
"1196",1195,99446595,"66akX7UszLtTZqTTdcFvBL","The Bells","Stay Awhile - Remastered",6,1966-06-13,3,22,1966,7,2,0.07757274269,"","","","",""
"1197",1196,149211509,"5B38ZGYpd0msq1LKOyz2r9","Cornelis Vreeswijk","A Tribute To Jim Croce",1,1976-01-01,6,6,1976,8,3,0.07759753597,"","","","",""
"1198",1197,68907945,"3zIp9mfdhxIi0s6ZKCnc3j","N-Tyce","Telefunkin' (Radiop Edit)",5,1998-06-08,2,14,1998,10,1,0.07762252277,"","","","",""
"1199",1198,193792693,"5OxqyjfesX1I6Sp0xkEtn9","Exact","Where I Am",6,2020-02-27,1,11,2020,13,0,0.07764728435,"","","","",""
"1200",1199,52466819,"0UJ06Hqiumva8BYmUx6Tsh","Macho","I'M a Man",7,2018-07-27,9,17,2018,12,4,0.07767198992,"","","","",""
"1201",1200,30382888,"7vF3DcPluq6lZI36VniagW","Current 93","Let Us Go to the Rose",0,2007-08-31,15,13,2007,11,5,0.07769693548,"","","","",""
"1202",1201,2930301,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Headin' Down The Wrong Highway",6,1959-01-01,109,16,1959,6,6,0.07772170363,"","","","",""
"1203",1202,149313768,"73rHfRw8dSxEmO4WOoNS6P","Andra Generationen","Balkan Schema",1,2018-04-20,3,9,2018,12,2,0.07774659021,"","","","",""
"1204",1203,6086319,"400kgFF5jelpfy1ga2C23x","One Way System","Nightmare",6,1983-01-01,6,8,1983,9,3,0.07777127754,"","","","",""
"1205",1204,93215279,"3mQBpAOMWYqAZyxtyeo4Lo","KC & The Sunshine Band","Ain't Nothin' Wrong",3,2004-10-26,6561,12,2004,11,6,0.07779599177,"","","","",""
"1206",1205,51971277,"1f8fcJKFSNuogk4vUi6g63","Rudenko","Everybody (Club Mix)",4,2011-06-29,25,7,2011,12,5,0.07782075261,"","","","",""
"1207",1206,34647642,"3afJ7ksCTA53PwM233jIf8","Sergio Franchi","Ebb Tide",6,1964-07-01,10,23,1964,7,4,0.07784514091,"","","","",""
"1208",1207,192092712,"0c44C54LrAHha0u92agfHM","Killus","Flash of Mercy",5,2020-01-31,1,4,2020,13,0,0.07786949511,"","","","",""
"1209",1208,18729321,"5lP03UO1IIlTEIvqJDlj3H","Pankow","English Waitresses",6,1997-06-02,2,20,1997,10,1,0.07789371243,"","","","",""
"1210",1209,95960423,"4KDyYWR7IpxZ7xrdYbKrqY","Bonnie Raitt","Takin' My Time [Remastered Version]",7,1977-01-01,2627,18,1977,8,6,0.07791855142,"","","","",""
"1211",1210,14865161,"7eaGUzCmUeHYU4qssZoSai","Fitness Forever","Brasil (Magic)",0,2011-07-04,3,22,2011,12,2,0.07794331245,"","","","",""
"1212",1211,52592165,"5FgM7BTIqtluX9sYpVufnB","Salme Dahlstrom","Hello California (DJ Phunkaes Radio Edit)",1,2009-06-17,4,24,2009,11,3,0.07796814123,"","","","",""
"1213",1212,213490237,"6mMlq8oWkHZwC2rd2RZbYF","Divlje Jagode","Gypsy",6,1986-01-01,1,0,1986,9,0,0.07799273929,"","","","",""
"1214",1213,148611989,"46yZjVAVfu5XOYzOpBlfHW","UQiYO","Night Safari",3,2018-04-11,2,21,2018,12,1,0.07801719163,"","","","",""
"1215",1214,103874918,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","900 Miles",6,1953-01-01,13,6,1953,6,4,0.07804221609,"","","","",""
"1216",1215,39794699,"7gEgjd9W1P1iAD9FbubrqC","Timaya","Halleluyah",4,2011-11-18,617,3,2011,12,6,0.07806690109,"","","","",""
"1217",1216,3135211,"1rwDpyhfCIGcutXf9kmLkY","Mercan Dede","Remember the Loveliness",6,1999-01-01,31,2,1999,10,5,0.07809126123,"","","","",""
"1218",1217,49216210,"0G0i5Fk40ZZ6JylmVT4rsu","Martin Herzberg","Late Shift",5,2004-03-11,1,1,2004,11,0,0.07811626551,"","","","",""
"1219",1218,196280910,"0zDqgJmDuaocA7TMvJX1d1","Æther Realm","Redneck Vikings from Hell",1,2020-05-01,6,11,2020,13,3,0.07814125184,"","","","",""
"1220",1219,137973089,"5y1a3x8WQZLTsmLPowFnkj","Ruby Ibarra","Skies",7,2017-10-03,3,14,2017,12,2,0.07816646594,"","","","",""
"1221",1220,46051335,"5bWApG9Vdshhd1J50UnNf6","Blossom Dearie","When the World Was Young",6,1966-01-01,402,10,1966,7,6,0.0781911798,"","","","",""
"1222",1221,102444680,"2x7iCl510O317XjOcG7iOf","Stephin Merritt","Fan Dance Cha-Cha",0,2006-02-13,48,22,2006,11,5,0.07821598714,"","","","",""
"1223",1222,54613129,"17xleTMStusKOyQrNuK3sQ","Toyah","The Last Goodbye",6,1979-12-31,2,17,1979,8,1,0.07824053038,"","","","",""
"1224",1223,85004377,"5tpuZxtXHqCdBnAMsw0Cj7","The Musicmakers","All Night Long (All the Night) - Originally Performed by Lionel Richie",3,2010-01-01,61,13,2010,12,6,0.07826525884,"","","","",""
"1225",1224,63252096,"1X4vfxU2mYZ7ERr9LnJVpg","Ruthie Henshall","Summertime",1,1998-04-30,10,5,1998,10,4,0.0782895129,"","","","",""
"1226",1225,35052434,"3jwmR2LFDsDZ4aqS9DTd40","Karmadoza","Dirty Back Road",4,2007-01-01,1,19,2007,11,0,0.07831372994,"","","","",""
"1227",1226,3085221,"400kgFF5jelpfy1ga2C23x","One Way System","Corrupted World",6,1983-01-01,6,8,1983,9,3,0.07833763265,"","","","",""
"1228",1227,71186361,"4ucP0bNegd7Q4ewdOKIBfz","Jack Scott","Geraldine",5,2019-07-09,36,15,2019,12,5,0.07836157926,"","","","",""
"1229",1228,69005845,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","May I Sleep In Your Barn Tonight Mister?",6,1959-01-01,109,16,1959,6,6,0.07838564222,"","","","",""
"1230",1229,195041326,"6M3IxScP80lP27UNxjrMJv","Defences","What You Know",6,2020-03-26,3,4,2020,13,2,0.07841009627,"","","","",""
"1231",1230,100073821,"58V48DmyS6wEX4ZGZRZzMf","Billy Gibbons And The BFG's","Baby Please Don't Go",7,2015-11-06,12,0,2015,12,4,0.07843448691,"","","","",""
"1232",1231,90477733,"4IJouZNBBYaHVRJnLXPfta","Ella Washington","He Called Me Baby",6,1969-05-28,2,12,1969,7,1,0.07845890858,"","","","",""
"1233",1232,79464684,"2OQkm6IvTu9MeHkGQQ4cSK","Cut 'N' Move","Give It Up",0,1991-08-05,1,7,1991,10,0,0.0784833029,"","","","",""
"1234",1233,199331237,"5zDp4B8cjwn7CScyTJ5BPY","Vive La Fête","Horror Movies",1,2000-05-02,20,20,2000,11,5,0.07850732108,"","","","",""
"1235",1234,38219134,"7nyLigsJ4LWLqVvMrSlQf7","Asher Monroe","Hush Hush (Dave Audé Vegas Radio Remix)",3,2013-09-09,118,24,2013,12,6,0.07853107691,"","","","",""
"1236",1235,90895020,"518rTAIFPwQjLUSi4Pdzzn","Tomas Ledin","Not Bad At All - 2012 Edit",6,1977-01-01,11,9,1977,8,4,0.07855492038,"","","","",""
"1237",1236,114850385,"0NgUGQAd79J00Nf7o2tgkg","B Wise","Risk It",5,2016-09-23,6,22,2016,12,3,0.07857895629,"","","","",""
"1238",1237,48870566,"7eIqewR3PiwQDItf5G2SyV","Donatella Rettore","Remember",6,1981-01-01,3,23,1981,9,2,0.0786030928,"","","","",""
"1239",1238,30840146,"5rwNZAjCBPGFWDrDNeTCC2","Donna Ulisse","In My Wildest Dreams",1,2009-01-20,2,6,2009,11,1,0.07862727165,"","","","",""
"1240",1239,152016915,"41ZMMuFFLPTVPkUsSI5KlV","Jimmy Reed","You're Something Else",7,2021-05-21,217,18,2021,13,6,0.07865104736,"","","","",""
"1241",1240,83921891,"7gEgjd9W1P1iAD9FbubrqC","Timaya","Hallelujah",4,2015-08-15,617,3,2015,12,6,0.07867545469,"","","","",""
"1242",1241,716004,"50GIJbaausdkGeMXFaF7R2","Den Gale Pose","To sprog 1 flow",6,1998-05-22,1,14,1998,10,0,0.07869968958,"","","","",""
"1243",1242,68007128,"3oehGAh6rLM6LFdzM7E7zM","Tommy Makem","Courtin' in the Kitchen",0,2016-01-01,26,11,2016,12,5,0.07872400667,"","","","",""
"1244",1243,82068900,"5djaQ5KxmBGH82UFYhSghU","Kenyo","Hbk",6,2008-01-01,4,21,2008,11,3,0.07874827779,"","","","",""
"1245",1244,4030887,"2meCldH9KV1ehJBoluZZag","The Rationals","I Need You (alternate)",6,1970-01-01,10,2,1970,8,4,0.07877330604,"","","","",""
"1246",1245,99962783,"6bHSJldq5J4lYowHOm9OOX","Eddie Fisher","My Favorite Things",1,1956-01-01,49,10,1956,6,5,0.07879805402,"","","","",""
"1247",1246,102557946,"4s3NQxHZqjWX54ZeEwjzkR","The Macc Lads","Eh Up! Let's Sup",5,2007-10-29,3,8,2007,11,2,0.07882223846,"","","","",""
"1248",1247,78426405,"5AztyG5JSIPM9UozcKMlBq","The Derevolutions","Bad King Kong",3,2015-01-14,218,22,2015,12,6,0.07884605779,"","","","",""
"1249",1248,1682852,"6pB3VONh1Qw6G63r9WYFlI","The Savage Rose","A Girl I Knew",6,1968-01-01,2,0,1968,7,1,0.07886946417,"","","","",""
"1250",1249,2775572,"6WmVXswOMN5BIhORYIS3t9","J. Daniel Smith","Praise Him",6,1989-01-01,1,13,1989,9,0,0.07889334691,"","","","",""
"1251",1250,31765491,"4huwZ2KmII41Er1kEdaVOR","Black Slate","Reggae Music",4,2013-07-23,5,19,2013,12,3,0.07891700188,"","","","",""
"1252",1251,201796632,"09KYpkm7IEPR3nc8omKpSY","Roniit","Don't Let Me Go - Acoustic",7,2020-09-04,11,17,2020,13,4,0.07894026634,"","","","",""
"1253",1252,74300923,"7K8ZZVUXpoWs9KH9VAoVhi","Joseph Loduca","Homeland",0,1997-01-01,37,16,1997,10,5,0.07896405212,"","","","",""
"1254",1253,38229619,"00sazWvoTLOqg5MFwC68Um","Yann Tiersen","La rupture (Live)",1,2002-09-27,2772,1,2002,11,6,0.0789877921,"","","","",""
"1255",1254,162716216,"5rzem00nbB26GtLAsD5iuk","Amea","Sweet Talker",6,2016-07-29,1,4,2016,12,0,0.07901151769,"","","","",""
"1256",1255,57836103,"5MiVx2Em3nxeufUchVg5qq","Fella","Pop a Pill",5,2010-10-05,2,6,2010,12,1,0.07903594757,"","","","",""
"1257",1256,45858901,"3wYyutjgII8LJVVOLrGI0D","Buddy Holly","Baby Won't You Come Out Tonight (1963)",3,1963-02-16,3145,15,1963,7,6,0.07905971492,"","","","",""
"1258",1257,53346854,"5ApKaVHAStk5kAuyBW1wG8","Yazz","The Only Way Is Up (Tastemakers Radio Edit)",6,2009-01-01,3,24,2009,11,2,0.07908286527,"","","","",""
"1259",1258,108136284,"2GQYazkEEYH4jJnDLpofHL","Consolidated","Tool and Die",6,1992-09-22,7,20,1992,10,4,0.07910680401,"","","","",""
"1260",1259,51971281,"1f8fcJKFSNuogk4vUi6g63","Rudenko","Everybody (Bass Slammers Remix)",4,2011-06-29,25,7,2011,12,5,0.07913021532,"","","","",""
"1261",1260,32938486,"1QMa7rlPfNoGfdj9twxBgs","Pete Sanchez","Come Into the Holy of Holies",6,1986-01-01,5,5,1986,9,3,0.07915341453,"","","","",""
"1262",1261,93215397,"3mQBpAOMWYqAZyxtyeo4Lo","KC & The Sunshine Band","I'm A Pushover",7,1974-01-01,6561,12,1974,8,6,0.07917645204,"","","","",""
"1263",1262,200661485,"5tJJF4q6FscbuPs7qHHKCH","Wam Dingis","Shelly",1,2020-07-11,1,22,2020,13,0,0.07919923507,"","","","",""
"1264",1263,81123052,"1X3bEuAPXVpwBRK9dUPBg9","Fresh Kid Ice","Hating Ass Niggas",5,2000-01-01,3,14,2000,11,2,0.07922346386,"","","","",""
"1265",1264,154329889,"7bfm99qXAlGJQrkcudmwyA","Roberto Dalla Vecchia","And I Love Her",6,2018-08-01,2,9,2018,12,1,0.07924736746,"","","","",""
"1266",1265,85926660,"1DDG3ZoXbfw3gL9G8YdHY9","Black 47","Go Home Paddy",0,1994-01-01,51,11,1994,10,5,0.07927145774,"","","","",""
"1267",1266,47705623,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","Diamond Joe",6,1952-01-01,13,6,1952,6,4,0.07929496055,"","","","",""
"1268",1267,6621440,"0q9kpdDkEA3H17gcRMjgVS","Elmore James","Shake Your Moneymaker (takes 1 & 2)",3,2019-11-29,271,18,2019,12,6,0.0793181337,"","","","",""
"1269",1268,213004855,"56OgCgxVOxe6NES4Y1KTgs","Rude City Riot","Molotov Dreams",1,2021-04-09,5,8,2021,13,3,0.07934191821,"","","","",""
"1270",1269,90166643,"63Dt0x6oCx3qBDz6G6A5uv","The Arbors","Open A New Window",6,1969-06-09,1,0,1969,7,0,0.07936559958,"","","","",""
"1271",1270,102101661,"4B6paaW6VeD5oEWp19KEVq","Papi Sanchez","Dilema",7,2003-01-01,62,23,2003,11,6,0.07938925532,"","","","",""
"1272",1271,69671959,"4Am5deuAhDuKUJgXmoCQzj","The Orioles","I Miss You So - Remastered",4,2013-11-05,88,3,2013,12,6,0.07941310228,"","","","",""
"1273",1272,35324913,"3cdM1xRfA9AttlCKBsPNQR","John Starnes","The Galilean",6,1984-01-26,3,21,1984,9,2,0.07943658185,"","","","",""
"1274",1273,99962778,"6bHSJldq5J4lYowHOm9OOX","Eddie Fisher","Have Yourself a Merry Little Christmas",6,1956-01-01,49,10,1956,6,5,0.07946007561,"","","","",""
"1275",1274,48405905,"5aVKsCIE4jsTKODYwjVVLK","Machine Gun Fellatio","Mutha Fukka",5,2000-01-01,2,22,2000,11,1,0.07948304629,"","","","",""
"1276",1275,99512029,"22G5U8LP2zMHdKSk4CydiY","The Freedom Singers","Swing Down",1,1971-01-01,6,13,1971,8,3,0.07950613646,"","","","",""
"1277",1276,159350388,"2uU2C4SNKcHqBzPjRrBvVy","Mekaal Hasan Band","Sayon - Remastered Edition",0,2017-06-27,7,2,2017,12,4,0.07952864761,"","","","",""
"1278",1277,55513185,"5i6ZYPb7DyIl6ZrgmpcTCa","Damaged","Change",6,1997-01-01,1,4,1997,10,0,0.079551423,"","","","",""
"1279",1278,112406011,"2a6IKShigz9rPBWN0GWnjr","Young Zerka","Boom Boom",3,2015-05-29,16,24,2015,12,5,0.0795743374,"","","","",""
"1280",1279,202401433,"2rCP4U4GNGEE3uh993alKY","Coska","Lost in Infinity",6,2020-08-21,2,17,2020,13,1,0.07959769356,"","","","",""
"1281",1280,102960881,"3aMtNiwJPfMkg7ufgQ25Ts","Cledus T Judd","Christmas In Rehab",7,2009-08-03,3,16,2009,11,2,0.07962073219,"","","","",""
