"","participant_ID","item_ID","ACHIEVEMENT","BENEVOLENCE","CONFORMITY","HEDONISM","POWER","SECURITY","SELF","STIMULATION","TRADITION","UNIVERSALISM"
"4844","5f5452df72345118f58d187b","152156851",6,-53,-74,77,13,-9,25,46,-50,20
"4845","5f5452df72345118f58d187b","16074172",8,-7,-37,31,1,-29,13,31,-25,43
"4846","5f5452df72345118f58d187b","17997657",19,8,33,20,15,11,12,23,42,9
"4847","5f5452df72345118f58d187b","204336669",10,-58,-52,83,1,-63,17,44,-58,26
"4848","5f5452df72345118f58d187b","205113268",43,22,36,27,46,49,48,71,22,43
"4849","5f5452df72345118f58d187b","2241308",21,-3,-7,37,9,0,9,25,0,16
"4850","5f5452df72345118f58d187b","34952275",62,21,11,14,52,8,15,21,43,-13
"4851","5f5452df72345118f58d187b","4116102",25,58,52,2,-24,43,71,52,40,9
"4852","5f5452df72345118f58d187b","55713838",28,18,-20,6,12,8,19,31,28,19
"4853","5f5452df72345118f58d187b","57005765",44,50,62,1,17,56,28,16,29,23
"4854","5f5452df72345118f58d187b","61210999",34,6,33,16,58,40,7,-23,-31,32
"4855","5f5452df72345118f58d187b","80257632",6,10,-13,25,-8,1,32,28,-17,31
"4856","5f5452df72345118f58d187b","9223300",43,40,15,53,18,18,8,56,15,0
"4857","5f5452df72345118f58d187b","97622225",42,12,10,24,26,9,12,33,2,28
"4858","5f5452df72345118f58d187b","99526020",43,3,-17,48,34,-46,8,46,-17,42
"4859","5f5452df72345118f58d187b","99567690",7,1,-7,84,15,0,33,52,-9,6
"4860","5f5452df72345118f58d187b","99962781",37,60,69,-8,12,62,68,62,65,15
"4861","5f5bf7133817c03d6ec9ef04","134245347",32,0,86,0,31,100,97,88,100,95
"4862","5f5bf7133817c03d6ec9ef04","149782763",0,49,0,0,0,75,0,0,0,25
"4863","5f5bf7133817c03d6ec9ef04","151085454",-39,0,-44,-44,0,0,36,0,38,0
"4864","5f5bf7133817c03d6ec9ef04","152156851",-57,-34,-41,46,0,0,43,72,-37,0
"4865","5f5bf7133817c03d6ec9ef04","16074172",47,0,-34,40,-12,0,55,50,-40,0
"4866","5f5bf7133817c03d6ec9ef04","17997657",0,0,0,69,0,0,0,70,0,0
"4867","5f5bf7133817c03d6ec9ef04","204336669",45,0,0,89,28,0,56,81,0,0
"4868","5f5bf7133817c03d6ec9ef04","205113268",90,82,0,79,0,0,96,59,0,77
"4869","5f5bf7133817c03d6ec9ef04","2241308",-33,30,0,-16,29,0,80,-58,0,0
"4870","5f5bf7133817c03d6ec9ef04","34952275",96,35,0,72,18,0,100,71,0,69
"4871","5f5bf7133817c03d6ec9ef04","4116102",64,85,-42,87,-91,83,83,0,84,65
"4872","5f5bf7133817c03d6ec9ef04","55713838",0,0,0,61,0,0,0,37,0,0
"4873","5f5bf7133817c03d6ec9ef04","57005765",0,66,0,0,0,73,0,0,0,0
"4874","5f5bf7133817c03d6ec9ef04","61210999",0,-47,-63,0,69,0,0,0,-33,0
"4875","5f5bf7133817c03d6ec9ef04","80257632",-66,0,0,94,0,72,0,0,0,0
"4876","5f5bf7133817c03d6ec9ef04","9223300",33,0,0,42,0,0,26,25,0,0
"4877","5f5bf7133817c03d6ec9ef04","97622225",0,0,0,77,0,0,100,0,0,100
"4878","5f5bf7133817c03d6ec9ef04","99526020",0,0,0,100,0,0,65,100,0,0
"4879","5f5bf7133817c03d6ec9ef04","99567690",0,53,0,40,0,0,0,0,0,0
"4880","5f5bf7133817c03d6ec9ef04","99962781",76,55,87,78,87,0,0,83,94,0
"4881","5f5d89dda340225e0c060414","134245347",20,0,2,2,10,17,60,13,24,9
"4882","5f5d89dda340225e0c060414","149782763",0,12,9,6,0,70,0,6,9,9
"4883","5f5d89dda340225e0c060414","151085454",21,0,-14,75,0,20,30,45,0,0
"4884","5f5d89dda340225e0c060414","152156851",-52,-43,-26,90,-17,-22,29,66,-23,0
"4885","5f5d89dda340225e0c060414","16074172",19,-74,-45,19,23,-48,27,17,-23,0
"4886","5f5d89dda340225e0c060414","17997657",19,0,0,15,0,0,0,10,25,0
"4887","5f5d89dda340225e0c060414","204336669",11,-63,-52,46,31,-8,2,31,-58,0
"4888","5f5d89dda340225e0c060414","205113268",36,0,2,42,31,0,43,34,0,-13
"4889","5f5d89dda340225e0c060414","2241308",39,-34,-44,35,35,-40,18,28,-31,0
"4890","5f5d89dda340225e0c060414","34952275",10,18,9,2,11,10,0,7,14,14
"4891","5f5d89dda340225e0c060414","4116102",-33,81,16,-20,-55,22,15,-12,12,2
"4892","5f5d89dda340225e0c060414","55713838",14,0,5,-8,-8,8,-7,7,7,0
"4893","5f5d89dda340225e0c060414","57005765",8,6,7,6,-4,0,6,8,8,6
"4894","5f5d89dda340225e0c060414","61210999",15,0,-52,0,29,0,16,15,0,0
"4895","5f5d89dda340225e0c060414","80257632",0,0,0,22,0,0,0,15,0,0
"4896","5f5d89dda340225e0c060414","9223300",16,0,-27,42,0,0,2,18,-28,0
"4897","5f5d89dda340225e0c060414","97622225",19,16,0,0,0,0,0,0,2,27
"4898","5f5d89dda340225e0c060414","99526020",11,0,-18,82,8,0,23,70,-20,0
"4899","5f5d89dda340225e0c060414","99567690",0,0,0,74,0,0,0,37,0,0
"4900","5f5d89dda340225e0c060414","99962781",51,87,30,0,100,2,12,29,57,-20
"4901","5f5fa55d3aa555022fd411bc","134245347",0,0,33,0,0,30,0,0,41,29
"4902","5f5fa55d3aa555022fd411bc","149782763",0,26,0,0,0,0,0,0,0,14
"4903","5f5fa55d3aa555022fd411bc","151085454",0,0,0,0,0,0,0,0,0,0
"4904","5f5fa55d3aa555022fd411bc","152156851",0,0,0,0,0,0,0,0,0,0
"4905","5f5fa55d3aa555022fd411bc","16074172",0,0,0,0,0,0,18,0,0,0
"4906","5f5fa55d3aa555022fd411bc","17997657",0,0,0,0,0,0,0,0,0,0
"4907","5f5fa55d3aa555022fd411bc","204336669",28,0,0,25,27,0,36,35,0,0
"4908","5f5fa55d3aa555022fd411bc","205113268",0,0,0,0,0,0,30,30,0,23
"4909","5f5fa55d3aa555022fd411bc","2241308",0,0,0,0,0,0,0,0,0,0
"4910","5f5fa55d3aa555022fd411bc","34952275",0,0,0,0,0,0,30,19,0,0
"4911","5f5fa55d3aa555022fd411bc","4116102",0,31,0,0,0,0,0,0,0,0
"4912","5f5fa55d3aa555022fd411bc","55713838",0,0,0,0,0,0,0,0,0,0
"4913","5f5fa55d3aa555022fd411bc","57005765",0,15,0,0,0,0,22,29,0,13
"4914","5f5fa55d3aa555022fd411bc","61210999",0,0,0,0,0,0,0,0,0,0
"4915","5f5fa55d3aa555022fd411bc","80257632",0,0,0,0,0,0,13,0,0,0
"4916","5f5fa55d3aa555022fd411bc","9223300",0,0,0,40,0,0,26,41,0,0
"4917","5f5fa55d3aa555022fd411bc","97622225",0,34,0,0,0,0,29,38,0,34
"4918","5f5fa55d3aa555022fd411bc","99526020",0,0,0,0,0,0,0,29,0,0
"4919","5f5fa55d3aa555022fd411bc","99567690",0,0,0,0,0,0,10,12,0,0
"4920","5f5fa55d3aa555022fd411bc","99962781",0,32,0,0,0,0,0,0,0,29
"4921","5f61ddc72199f304bea2a4f4","134245347",42,7,6,9,9,23,11,33,15,28
"4922","5f61ddc72199f304bea2a4f4","149782763",33,3,38,11,11,10,10,25,19,43
"4923","5f61ddc72199f304bea2a4f4","151085454",29,12,9,14,10,38,17,32,41,43
"4924","5f61ddc72199f304bea2a4f4","152156851",10,18,8,23,26,31,22,15,41,43
"4925","5f61ddc72199f304bea2a4f4","16074172",10,50,28,29,46,19,15,16,14,6
"4926","5f61ddc72199f304bea2a4f4","17997657",34,15,19,15,17,39,25,43,43,45
"4927","5f61ddc72199f304bea2a4f4","204336669",18,14,8,8,31,23,11,49,26,8
"4928","5f61ddc72199f304bea2a4f4","205113268",39,20,23,30,12,9,26,9,30,18
"4929","5f61ddc72199f304bea2a4f4","2241308",27,29,24,34,10,14,25,10,12,14
"4930","5f61ddc72199f304bea2a4f4","34952275",14,9,9,39,38,37,34,17,30,19
"4931","5f61ddc72199f304bea2a4f4","4116102",18,21,9,6,31,29,21,31,52,7
"4932","5f61ddc72199f304bea2a4f4","55713838",5,27,39,43,18,8,30,11,9,7
"4933","5f61ddc72199f304bea2a4f4","57005765",31,19,33,21,10,18,23,55,8,10
"4934","5f61ddc72199f304bea2a4f4","61210999",11,8,13,47,34,31,22,14,43,50
"4935","5f61ddc72199f304bea2a4f4","80257632",22,8,16,16,9,42,12,30,43,34
"4936","5f61ddc72199f304bea2a4f4","9223300",32,2,35,9,9,18,9,31,17,31
"4937","5f61ddc72199f304bea2a4f4","97622225",25,17,25,55,35,10,28,34,39,27
"4938","5f61ddc72199f304bea2a4f4","99526020",15,4,6,35,28,-17,-13,8,-7,16
"4939","5f61ddc72199f304bea2a4f4","99567690",6,27,41,22,23,20,37,7,9,10
"4940","5f61ddc72199f304bea2a4f4","99962781",-33,-2,8,8,20,-9,28,15,18,-12
"4941","5f6a47e882e9cd0e1d6bbb8a","134245347",28,0,4,-17,14,0,15,-16,71,81
"4942","5f6a47e882e9cd0e1d6bbb8a","149782763",26,62,32,0,0,0,37,18,51,0
"4943","5f6a47e882e9cd0e1d6bbb8a","151085454",11,38,0,70,0,0,41,-6,72,0
"4944","5f6a47e882e9cd0e1d6bbb8a","152156851",0,0,-54,86,0,0,44,38,-59,0
"4945","5f6a47e882e9cd0e1d6bbb8a","16074172",31,-74,-59,64,35,0,55,38,-63,0
"4946","5f6a47e882e9cd0e1d6bbb8a","17997657",8,0,0,7,0,0,-10,2,10,0
"4947","5f6a47e882e9cd0e1d6bbb8a","204336669",37,-46,-78,73,22,-22,51,56,-43,0
"4948","5f6a47e882e9cd0e1d6bbb8a","205113268",56,41,-67,55,29,-41,40,19,20,12
"4949","5f6a47e882e9cd0e1d6bbb8a","2241308",0,41,38,43,0,0,28,16,32,0
"4950","5f6a47e882e9cd0e1d6bbb8a","34952275",11,22,-13,44,0,-12,72,37,10,61
"4951","5f6a47e882e9cd0e1d6bbb8a","4116102",0,63,61,51,0,18,-27,11,66,4
"4952","5f6a47e882e9cd0e1d6bbb8a","55713838",42,64,0,-42,0,35,-29,28,44,0
"4953","5f6a47e882e9cd0e1d6bbb8a","57005765",-45,11,6,-45,-48,-59,9,-45,4,-50
"4954","5f6a47e882e9cd0e1d6bbb8a","61210999",42,-9,84,0,57,5,40,31,-10,-12
"4955","5f6a47e882e9cd0e1d6bbb8a","80257632",-68,-28,-48,-17,-77,-52,3,-63,-31,-32
"4956","5f6a47e882e9cd0e1d6bbb8a","9223300",9,6,18,33,0,10,13,19,30,0
"4957","5f6a47e882e9cd0e1d6bbb8a","97622225",-27,54,-21,-26,-26,-64,73,17,24,73
"4958","5f6a47e882e9cd0e1d6bbb8a","99526020",24,0,0,73,0,0,35,23,0,0
"4959","5f6a47e882e9cd0e1d6bbb8a","99567690",14,19,33,15,0,24,33,6,32,0
"4960","5f6a47e882e9cd0e1d6bbb8a","99962781",44,64,62,-37,18,23,7,-17,75,30
"4961","5f6e2f793c9b1032dbe72def","134245347",31,52,23,0,57,-39,0,0,48,40
"4962","5f6e2f793c9b1032dbe72def","149782763",0,-8,-21,-25,-14,0,0,14,0,-20
"4963","5f6e2f793c9b1032dbe72def","151085454",38,24,0,-8,50,-31,35,27,0,52
"4964","5f6e2f793c9b1032dbe72def","152156851",32,25,-12,11,17,0,6,6,45,26
"4965","5f6e2f793c9b1032dbe72def","16074172",15,-25,19,-19,-22,0,11,7,-28,16
"4966","5f6e2f793c9b1032dbe72def","17997657",0,0,0,23,0,0,22,52,0,0
"4967","5f6e2f793c9b1032dbe72def","204336669",39,13,-29,26,25,0,16,40,-31,18
"4968","5f6e2f793c9b1032dbe72def","205113268",-10,11,-18,13,18,-58,31,-10,-43,-9
"4969","5f6e2f793c9b1032dbe72def","2241308",18,-46,0,45,-15,0,14,57,-42,-9
"4970","5f6e2f793c9b1032dbe72def","34952275",-26,11,12,8,39,0,16,36,-19,33
"4971","5f6e2f793c9b1032dbe72def","4116102",25,22,-18,44,47,-48,37,23,-28,24
"4972","5f6e2f793c9b1032dbe72def","55713838",-40,0,0,30,-57,-22,0,34,0,-41
"4973","5f6e2f793c9b1032dbe72def","57005765",-8,10,-36,34,34,0,-15,-21,53,50
"4974","5f6e2f793c9b1032dbe72def","61210999",-7,15,0,-11,18,32,16,-22,32,32
"4975","5f6e2f793c9b1032dbe72def","80257632",41,4,-15,17,41,-13,20,27,-17,44
"4976","5f6e2f793c9b1032dbe72def","9223300",7,0,0,41,-26,0,33,50,0,15
"4977","5f6e2f793c9b1032dbe72def","97622225",10,11,37,29,25,-28,-8,-8,24,68
"4978","5f6e2f793c9b1032dbe72def","99526020",0,0,0,21,0,0,-7,40,0,0
"4979","5f6e2f793c9b1032dbe72def","99567690",44,-11,0,57,58,0,-9,15,37,43
"4980","5f6e2f793c9b1032dbe72def","99962781",14,0,-37,24,0,0,9,43,-54,0
"4981","5f744fb50bfbbd0a01cd5435","134245347",-10,60,60,-30,-10,80,20,-10,80,40
"4982","5f744fb50bfbbd0a01cd5435","149782763",-20,40,30,-40,-20,70,-21,-20,40,20
"4983","5f744fb50bfbbd0a01cd5435","151085454",-20,-10,-10,10,-20,10,30,10,10,-10
"4984","5f744fb50bfbbd0a01cd5435","152156851",-40,-10,-20,80,-20,-20,-20,20,-20,-10
"4985","5f744fb50bfbbd0a01cd5435","16074172",60,-20,-10,10,60,-10,40,30,-21,-10
"4986","5f744fb50bfbbd0a01cd5435","17997657",0,0,0,40,0,0,0,0,0,0
"4987","5f744fb50bfbbd0a01cd5435","204336669",20,-20,-20,40,20,-20,20,40,-30,-10
"4988","5f744fb50bfbbd0a01cd5435","205113268",-10,30,10,20,-21,10,70,20,10,60
"4989","5f744fb50bfbbd0a01cd5435","2241308",30,-11,10,39,30,10,50,50,10,-10
"4990","5f744fb50bfbbd0a01cd5435","34952275",10,-10,-20,30,-10,-20,30,30,-20,40
"4991","5f744fb50bfbbd0a01cd5435","4116102",-20,50,80,-80,-40,50,-40,-20,80,20
"4992","5f744fb50bfbbd0a01cd5435","55713838",10,30,10,-30,10,30,-10,-10,30,-10
"4993","5f744fb50bfbbd0a01cd5435","57005765",-20,10,-10,40,-20,10,10,20,-10,10
"4994","5f744fb50bfbbd0a01cd5435","61210999",10,10,-10,-21,10,-10,-9,10,-10,-10
"4995","5f744fb50bfbbd0a01cd5435","80257632",-20,20,-10,21,-21,10,20,10,-10,-10
"4996","5f744fb50bfbbd0a01cd5435","9223300",-10,0,-20,60,-20,-10,20,50,-10,-10
"4997","5f744fb50bfbbd0a01cd5435","97622225",-20,20,10,20,-20,20,21,10,10,50
"4998","5f744fb50bfbbd0a01cd5435","99526020",-20,-10,-41,80,-20,-40,40,40,-40,10
"4999","5f744fb50bfbbd0a01cd5435","99567690",10,30,10,40,10,10,20,30,10,10
"5000","5f744fb50bfbbd0a01cd5435","99962781",-20,60,30,-40,-20,20,-20,-20,60,20
"5001","5f75285712d5ca1a99723b3a","134245347",0,0,0,0,0,72,0,0,62,71
"5002","5f75285712d5ca1a99723b3a","149782763",0,0,0,0,0,0,0,0,0,0
"5003","5f75285712d5ca1a99723b3a","151085454",0,0,0,0,0,0,52,51,0,0
"5004","5f75285712d5ca1a99723b3a","152156851",0,0,0,45,0,0,18,34,0,0
"5005","5f75285712d5ca1a99723b3a","16074172",66,0,0,0,0,0,0,0,0,0
"5006","5f75285712d5ca1a99723b3a","17997657",0,0,0,51,0,0,0,0,0,0
"5007","5f75285712d5ca1a99723b3a","204336669",53,0,0,87,53,0,0,0,0,0
"5008","5f75285712d5ca1a99723b3a","205113268",54,0,0,83,48,0,64,62,0,0
"5009","5f75285712d5ca1a99723b3a","2241308",0,0,0,0,0,0,0,0,0,0
"5010","5f75285712d5ca1a99723b3a","34952275",42,0,0,45,23,0,50,45,68,0
"5011","5f75285712d5ca1a99723b3a","4116102",0,0,0,0,0,0,0,0,0,0
"5012","5f75285712d5ca1a99723b3a","55713838",0,0,0,0,0,0,0,54,0,0
"5013","5f75285712d5ca1a99723b3a","57005765",0,0,0,0,0,0,81,0,0,0
"5014","5f75285712d5ca1a99723b3a","61210999",0,0,0,0,44,0,63,0,0,67
"5015","5f75285712d5ca1a99723b3a","80257632",0,0,0,48,0,0,0,0,0,0
"5016","5f75285712d5ca1a99723b3a","9223300",0,0,0,0,0,0,0,0,0,0
"5017","5f75285712d5ca1a99723b3a","97622225",52,0,0,35,-41,0,70,0,0,66
"5018","5f75285712d5ca1a99723b3a","99526020",0,0,0,60,0,0,0,50,0,0
"5019","5f75285712d5ca1a99723b3a","99567690",0,0,0,0,0,0,0,0,0,55
"5020","5f75285712d5ca1a99723b3a","99962781",44,0,0,0,38,63,0,0,69,0
"5021","5f76586f6ce6850f223a25ab","134245347",22,67,88,7,44,100,27,0,95,13
"5022","5f76586f6ce6850f223a25ab","149782763",0,0,0,0,0,25,0,0,53,44
"5023","5f76586f6ce6850f223a25ab","151085454",0,0,0,34,0,-41,32,47,0,21
"5024","5f76586f6ce6850f223a25ab","152156851",-13,13,20,100,-17,15,100,100,18,35
"5025","5f76586f6ce6850f223a25ab","16074172",18,0,0,17,19,0,48,46,0,0
"5026","5f76586f6ce6850f223a25ab","17997657",31,27,86,0,35,65,0,0,88,0
"5027","5f76586f6ce6850f223a25ab","204336669",63,-11,-46,95,28,-51,53,78,-50,12
"5028","5f76586f6ce6850f223a25ab","205113268",87,74,-38,73,30,0,90,61,29,62
"5029","5f76586f6ce6850f223a25ab","2241308",0,0,-76,23,-22,-26,0,65,-44,0
"5030","5f76586f6ce6850f223a25ab","34952275",66,61,27,0,0,0,85,37,17,83
"5031","5f76586f6ce6850f223a25ab","4116102",22,80,100,-69,-54,55,-43,-30,100,58
"5032","5f76586f6ce6850f223a25ab","55713838",46,0,46,0,0,75,0,36,23,0
"5033","5f76586f6ce6850f223a25ab","57005765",0,50,0,34,0,0,0,40,0,18
"5034","5f76586f6ce6850f223a25ab","61210999",0,0,-54,31,-37,-39,25,28,-44,-31
"5035","5f76586f6ce6850f223a25ab","80257632",0,39,0,50,0,0,70,35,0,0
"5036","5f76586f6ce6850f223a25ab","9223300",72,0,0,59,52,0,20,71,0,0
"5037","5f76586f6ce6850f223a25ab","97622225",0,85,-6,0,0,37,50,0,29,77
"5038","5f76586f6ce6850f223a25ab","99526020",0,21,-50,100,18,0,46,100,-55,0
"5039","5f76586f6ce6850f223a25ab","99567690",33,0,-47,59,0,0,24,21,-53,0
"5040","5f76586f6ce6850f223a25ab","99962781",14,70,87,-72,23,49,-45,-53,76,42
"5041","5f77b243c99f31316e4cae58","134245347",49,86,46,7,51,85,89,73,23,42
"5042","5f77b243c99f31316e4cae58","149782763",21,84,33,-12,2,49,10,50,18,2
"5043","5f77b243c99f31316e4cae58","151085454",2,21,2,44,2,-10,80,92,-27,72
"5044","5f77b243c99f31316e4cae58","152156851",75,2,-44,89,0,2,91,82,-87,2
"5045","5f77b243c99f31316e4cae58","16074172",89,79,2,43,70,2,89,93,-29,48
"5046","5f77b243c99f31316e4cae58","17997657",26,2,2,73,2,2,86,84,2,2
"5047","5f77b243c99f31316e4cae58","204336669",67,2,-32,92,48,2,62,91,-68,20
"5048","5f77b243c99f31316e4cae58","205113268",85,29,55,-30,90,70,86,91,-25,51
"5049","5f77b243c99f31316e4cae58","2241308",84,4,-11,86,80,-10,77,76,-18,-6
"5050","5f77b243c99f31316e4cae58","34952275",95,2,32,-65,88,40,96,71,-37,86
"5051","5f77b243c99f31316e4cae58","4116102",2,80,57,-34,2,41,-17,71,2,2
"5052","5f77b243c99f31316e4cae58","55713838",83,94,2,-4,6,2,83,86,2,69
"5053","5f77b243c99f31316e4cae58","57005765",2,87,2,7,2,71,86,85,100,9
"5054","5f77b243c99f31316e4cae58","61210999",31,-44,-77,45,-51,-52,50,66,-24,2
"5055","5f77b243c99f31316e4cae58","80257632",2,2,2,2,2,2,6,2,2,2
"5056","5f77b243c99f31316e4cae58","9223300",17,80,67,-14,14,63,78,71,32,73
"5057","5f77b243c99f31316e4cae58","97622225",35,53,2,8,2,2,68,70,6,91
"5058","5f77b243c99f31316e4cae58","99526020",-21,2,-8,75,-20,-10,97,79,-48,84
"5059","5f77b243c99f31316e4cae58","99567690",2,18,3,11,2,2,65,85,-14,52
"5060","5f77b243c99f31316e4cae58","99962781",62,75,62,-78,63,58,-19,16,60,2
"5061","5f810b88592c911b7d9accef","134245347",42,6,0,8,3,13,40,30,17,66
"5062","5f810b88592c911b7d9accef","149782763",0,5,18,0,0,37,5,0,7,27
"5063","5f810b88592c911b7d9accef","151085454",0,0,0,0,0,0,0,0,0,-9
"5064","5f810b88592c911b7d9accef","152156851",3,3,7,40,3,35,13,35,7,4
"5065","5f810b88592c911b7d9accef","16074172",49,0,-17,10,36,0,5,28,0,0
"5066","5f810b88592c911b7d9accef","17997657",0,0,0,0,0,0,0,0,0,0
"5067","5f810b88592c911b7d9accef","204336669",41,0,0,44,48,32,59,39,0,0
"5068","5f810b88592c911b7d9accef","205113268",48,5,0,14,9,0,42,10,0,5
"5069","5f810b88592c911b7d9accef","2241308",8,0,0,34,18,0,7,54,0,0
"5070","5f810b88592c911b7d9accef","34952275",12,0,-17,26,2,0,16,8,-11,0
"5071","5f810b88592c911b7d9accef","4116102",42,13,9,6,7,1,55,32,15,18
"5072","5f810b88592c911b7d9accef","55713838",-8,3,-5,0,-6,0,2,4,0,0
"5073","5f810b88592c911b7d9accef","57005765",13,7,0,72,4,0,40,46,0,0
"5074","5f810b88592c911b7d9accef","61210999",0,3,0,2,21,22,0,12,0,0
"5075","5f810b88592c911b7d9accef","80257632",0,0,0,0,0,10,0,-7,0,0
"5076","5f810b88592c911b7d9accef","9223300",16,0,0,26,0,17,10,41,0,0
"5077","5f810b88592c911b7d9accef","97622225",32,0,0,23,9,0,8,20,0,36
"5078","5f810b88592c911b7d9accef","99526020",-4,0,0,78,-10,0,50,82,0,0
"5079","5f810b88592c911b7d9accef","99567690",0,7,0,35,0,0,19,46,0,7
"5080","5f810b88592c911b7d9accef","99962781",5,13,13,-5,16,9,2,3,63,5
"5081","5f82567f1e720a3842580d23","134245347",33,91,90,-99,95,0,0,0,99,68
"5082","5f82567f1e720a3842580d23","149782763",-94,31,0,-95,-95,0,0,26,0,0
"5083","5f82567f1e720a3842580d23","151085454",-96,19,0,89,-94,0,0,85,0,0
"5084","5f82567f1e720a3842580d23","152156851",-100,94,-89,-100,95,0,-87,26,0,0
"5085","5f82567f1e720a3842580d23","16074172",-97,0,-99,43,56,0,2,54,0,0
"5086","5f82567f1e720a3842580d23","17997657",0,0,0,0,0,0,0,0,0,0
"5087","5f82567f1e720a3842580d23","204336669",-99,0,0,-98,36,0,0,47,0,0
"5088","5f82567f1e720a3842580d23","205113268",-88,62,0,75,-79,0,81,75,0,73
"5089","5f82567f1e720a3842580d23","2241308",0,0,0,36,48,0,0,62,0,0
"5090","5f82567f1e720a3842580d23","34952275",28,2,-91,0,75,0,84,37,0,7
"5091","5f82567f1e720a3842580d23","4116102",47,83,0,80,-97,0,9,82,0,0
"5092","5f82567f1e720a3842580d23","55713838",50,0,-96,51,61,75,0,67,0,0
"5093","5f82567f1e720a3842580d23","57005765",-96,48,0,93,-95,0,0,86,0,0
"5094","5f82567f1e720a3842580d23","61210999",-99,24,28,-94,59,0,-97,-95,0,-96
"5095","5f82567f1e720a3842580d23","80257632",-96,29,21,32,-96,0,0,58,0,0
"5096","5f82567f1e720a3842580d23","9223300",-92,51,0,89,-93,0,2,65,0,0
"5097","5f82567f1e720a3842580d23","97622225",-95,0,0,51,-97,0,58,57,0,59
"5098","5f82567f1e720a3842580d23","99526020",93,67,0,97,-99,0,94,95,0,0
"5099","5f82567f1e720a3842580d23","99567690",-95,85,0,84,-98,0,92,88,0,21
"5100","5f82567f1e720a3842580d23","99962781",-98,99,93,92,-100,0,-99,0,100,40
"5101","5f86c71cc9ccdd0159e0668d","134245347",74,44,79,13,79,70,65,61,93,65
"5102","5f86c71cc9ccdd0159e0668d","149782763",85,91,86,12,98,93,71,45,96,100
"5103","5f86c71cc9ccdd0159e0668d","151085454",-55,-68,-5,-87,-31,-95,-67,-70,-64,-19
"5104","5f86c71cc9ccdd0159e0668d","152156851",42,-10,-30,100,41,-41,-28,100,-38,-18
"5105","5f86c71cc9ccdd0159e0668d","16074172",37,65,43,-22,42,63,48,17,42,60
"5106","5f86c71cc9ccdd0159e0668d","17997657",97,81,90,85,88,88,88,94,96,78
"5107","5f86c71cc9ccdd0159e0668d","204336669",78,29,-14,100,80,30,48,95,-8,75
"5108","5f86c71cc9ccdd0159e0668d","205113268",51,6,16,91,41,22,6,48,24,37
"5109","5f86c71cc9ccdd0159e0668d","2241308",-15,-29,-72,25,43,-66,15,19,-33,-14
"5110","5f86c71cc9ccdd0159e0668d","34952275",50,34,77,25,32,72,28,21,44,32
"5111","5f86c71cc9ccdd0159e0668d","4116102",95,100,97,49,97,100,93,77,81,97
"5112","5f86c71cc9ccdd0159e0668d","55713838",77,62,40,-75,62,64,92,76,33,65
"5113","5f86c71cc9ccdd0159e0668d","57005765",78,65,35,53,71,42,67,61,84,64
"5114","5f86c71cc9ccdd0159e0668d","61210999",-30,-21,-37,19,39,-62,-13,38,10,17
"5115","5f86c71cc9ccdd0159e0668d","80257632",-87,-73,-12,-85,-41,-24,-56,-63,20,-35
"5116","5f86c71cc9ccdd0159e0668d","9223300",83,78,41,69,88,49,70,77,52,82
"5117","5f86c71cc9ccdd0159e0668d","97622225",41,53,40,31,29,48,44,52,43,50
"5118","5f86c71cc9ccdd0159e0668d","99526020",88,76,79,84,90,71,86,92,66,84
"5119","5f86c71cc9ccdd0159e0668d","99567690",53,80,37,90,41,83,67,79,76,66
"5120","5f86c71cc9ccdd0159e0668d","99962781",97,100,99,97,96,81,99,97,100,97
"5121","5f88877885e51d02acd71b12","134245347",-98,99,67,36,-96,99,59,-66,79,95
"5122","5f88877885e51d02acd71b12","149782763",-88,61,-71,58,-92,-67,-88,-76,52,47
"5123","5f88877885e51d02acd71b12","151085454",-87,46,-85,91,0,-65,38,97,-51,57
"5124","5f88877885e51d02acd71b12","152156851",53,65,27,83,-72,-89,47,80,55,-55
"5125","5f88877885e51d02acd71b12","16074172",47,53,-65,75,61,-69,98,51,-63,92
"5126","5f88877885e51d02acd71b12","17997657",-97,26,26,78,-99,79,44,30,68,-99
"5127","5f88877885e51d02acd71b12","204336669",62,-75,-100,98,61,-63,53,97,-100,-80
"5128","5f88877885e51d02acd71b12","205113268",100,77,66,100,72,0,80,75,60,100
"5129","5f88877885e51d02acd71b12","2241308",30,40,-68,78,-72,-91,99,34,-82,40
"5130","5f88877885e51d02acd71b12","34952275",100,1,-76,-46,-33,0,99,69,0,100
"5131","5f88877885e51d02acd71b12","4116102",76,59,74,94,42,-47,42,38,57,67
"5132","5f88877885e51d02acd71b12","55713838",100,41,-35,70,98,0,-20,74,100,0
"5133","5f88877885e51d02acd71b12","57005765",0,24,0,69,0,0,84,46,0,76
"5134","5f88877885e51d02acd71b12","61210999",0,79,48,0,71,82,97,82,-1,54
"5135","5f88877885e51d02acd71b12","80257632",0,32,0,39,0,0,99,-51,0,67
"5136","5f88877885e51d02acd71b12","9223300",43,76,46,57,-93,-94,93,54,51,51
"5137","5f88877885e51d02acd71b12","97622225",0,0,0,53,0,0,-44,0,0,100
"5138","5f88877885e51d02acd71b12","99526020",0,0,-74,98,0,0,79,100,-51,80
"5139","5f88877885e51d02acd71b12","99567690",-53,79,82,52,-57,-61,65,49,65,57
"5140","5f88877885e51d02acd71b12","99962781",63,78,44,22,72,-91,33,33,66,61
